studentId,questionId,strategy,complexity,predictedProbability,actualResult,masteryBefore,masteryAfter,timestamp,topic
sim_student_UOK_0,cmod3xm8y00201y8i5lt3okw9,UOK,0.4500,0.4830,1,0.5200,0.5500,1777429141931,E2E知识点-二次函数
sim_student_UOK_0,cmod3y78i002d1y8igeiejele,UOK,0.4500,0.4824,1,0.5500,0.5800,1777429141936,E2E知识点-二次函数
sim_student_UOK_0,cmod3zbsc002q1y8i135v8ouo,UOK,0.4250,0.4858,1,0.5800,0.6100,1777429141941,E2E知识点-二次函数
sim_student_UOK_0,cmod3zx2b00331y8ilh78gjig,UOK,0.4750,0.4874,1,0.6100,0.6400,1777429141946,E2E知识点-二次函数
sim_student_UOK_0,cmod40ntx003g1y8i3aqadra6,UOK,0.3500,0.4925,1,0.6400,0.6700,1777429141950,E2E知识点-二次函数
sim_student_UOK_0,cmod41e2w003t1y8ixx4n4trj,UOK,0.4500,0.4942,0,0.6700,0.6600,1777429141955,E2E知识点-二次函数
sim_student_UOK_0,cmod44z9u004m1y8iz1lpwf54,UOK,0.4000,0.4873,1,0.6600,0.6900,1777429141960,E2E知识点-二次函数
sim_student_UOK_0,cmod4ez1q00551y8iy0eh1x9g,UOK,0.4000,0.4952,1,0.6900,0.7200,1777429141964,E2E知识点-二次函数
sim_student_UOK_0,cmod4g4zx005g1y8irjdn4o5u,UOK,0.4250,0.4945,0,0.7200,0.7100,1777429141969,E2E知识点-二次函数
sim_student_UOK_0,cmod4gq3r005t1y8i4qnojy0z,UOK,0.4250,0.4886,1,0.7100,0.7400,1777429141974,E2E知识点-二次函数
sim_student_UOK_0,cmod4h5s700641y8i0c7927nb,UOK,0.3500,0.4941,1,0.7400,0.7700,1777429141979,E2E知识点-二次函数
sim_student_UOK_0,cmod4q5ec006f1y8ikcbzlh9q,UOK,0.4750,0.4955,0,0.7700,0.7600,1777429141983,E2E知识点-二次函数
sim_student_UOK_0,cmod4r0oo006s1y8ih3sqj5e1,UOK,0.4500,0.4947,1,0.7600,0.7900,1777429141988,E2E知识点-二次函数
sim_student_UOK_0,cmod4r6fu00751y8ijzedwt5u,UOK,0.4250,0.4955,1,0.7900,0.8200,1777429141992,E2E知识点-二次函数
sim_student_UOK_0,cmod4u3rn007i1y8i6yag319y,UOK,0.5000,0.4984,1,0.8200,0.8500,1777429141997,E2E知识点-二次函数
sim_student_UOK_0,cmod4uvbm007v1y8i32myw9ms,UOK,0.4500,0.4991,1,0.8500,0.8800,1777429142001,E2E知识点-二次函数
sim_student_UOK_0,cmod4y85100881y8ihlkljxmh,UOK,0.4000,0.5043,0,0.8800,0.8700,1777429142005,E2E知识点-二次函数
sim_student_UOK_0,cmod4yvfr008l1y8ium09hrjn,UOK,0.4500,0.4984,1,0.8700,0.9000,1777429142010,E2E知识点-二次函数
sim_student_UOK_0,cmod500f0008y1y8ipmaytv0l,UOK,0.3500,0.5045,1,0.9000,0.9300,1777429142014,E2E知识点-二次函数
sim_student_UOK_0,cmod50ow5009b1y8ijtpkg6dw,UOK,0.4500,0.5054,1,0.9300,0.9600,1777429142018,E2E知识点-二次函数
sim_student_UOK_0,cmod52mmp009o1y8ig83kl9gq,UOK,0.4500,0.5059,0,0.9600,0.9500,1777429142023,E2E知识点-二次函数
sim_student_UOK_0,cmod546yr00a11y8iijlj2ys6,UOK,0.4500,0.5070,0,0.9500,0.9400,1777429142028,E2E知识点-二次函数
sim_student_UOK_0,cmod5561500ae1y8ihwyvy0to,UOK,0.4750,0.5040,1,0.9400,0.9700,1777429142032,E2E知识点-二次函数
sim_student_UOK_0,cmod5isn800b71y8itc22y7hs,UOK,0.4000,0.5026,1,0.9700,1.0000,1777429142036,E2E知识点-二次函数
sim_student_UOK_0,cmod6zqo700041yn1kwcskxju,UOK,0.4750,0.5069,1,1.0000,1.0000,1777429142041,E2E知识点-二次函数
sim_student_UOK_0,cmod705vh000f1yn1nnahn1jo,UOK,0.4000,0.5113,1,1.0000,1.0000,1777429142045,E2E知识点-二次函数
sim_student_UOK_0,cmod70ocq000s1yn1mbn055a8,UOK,0.4750,0.5094,1,1.0000,1.0000,1777429142049,E2E知识点-二次函数
sim_student_UOK_0,cmod71a2f00151yn16k5r5e0b,UOK,0.4500,0.5166,1,1.0000,1.0000,1777429142053,E2E知识点-二次函数
sim_student_UOK_0,cmod72pzp001i1yn1btsxbb36,UOK,0.4000,0.5208,1,1.0000,1.0000,1777429142058,E2E知识点-二次函数
sim_student_UOK_0,cmod73p4p001v1yn1bw17aazm,UOK,0.3750,0.5267,1,1.0000,1.0000,1777429142062,E2E知识点-二次函数
sim_student_UOK_0,cmod748kd00281yn10w2wix00,UOK,0.4000,0.5286,1,1.0000,1.0000,1777429142066,E2E知识点-二次函数
sim_student_UOK_0,cmod75ci0002l1yn1qtiluani,UOK,0.4500,0.5243,0,1.0000,0.9900,1777429142070,E2E知识点-二次函数
sim_student_UOK_0,cmod76kv6002y1yn1xuiaea6s,UOK,0.4500,0.5230,1,0.9900,1.0000,1777429142075,E2E知识点-二次函数
sim_student_UOK_0,cmod76zeq003b1yn1bsok7szi,UOK,0.4750,0.5190,0,1.0000,0.9900,1777429142079,E2E知识点-二次函数
sim_student_UOK_0,cmod77h68003o1yn1l2r6kpyc,UOK,0.4500,0.5209,0,0.9900,0.9800,1777429142083,E2E知识点-二次函数
sim_student_UOK_0,cmodolc6s00041yc2xl02nex3,UOK,0.4500,0.5169,1,0.9800,1.0000,1777429142087,E2E知识点-二次函数
sim_student_UOK_0,cmodpzksh000h1yc2h0dz5kiz,UOK,0.4500,0.5241,1,1.0000,1.0000,1777429142092,E2E知识点-二次函数
sim_student_UOK_0,cmodq1oa600101yc2mhe5fkqb,UOK,0.4250,0.5293,1,1.0000,1.0000,1777429142096,E2E知识点-二次函数
sim_student_UOK_0,cmodzzhh600041ytc7k60blwz,UOK,0.4250,0.5275,0,1.0000,0.9900,1777429142100,E2E知识点-二次函数
sim_student_UOK_0,cmoe154nv000f1yf65p9l0dzj,UOK,0.3000,0.5317,1,0.5000,0.5300,1777429142104,概率统计
sim_student_UOK_0,cmoe1800q000u1yf6c11c8np4,UOK,0.2750,0.5382,1,0.5000,0.5300,1777429142109,勾股定理
sim_student_UOK_0,cmoe1v6nw00041y5nu82dckl6,UOK,0.1000,0.5448,1,0.4000,0.4300,1777429142113,一元一次方程
sim_student_UOK_0,cmoe1vuz500091y5n0fuqjnsb,UOK,0.4000,0.5356,0,0.5300,0.5200,1777429142117,勾股定理
sim_student_UOK_0,cmoe1wh2k000i1y5n3puziqs1,UOK,0.3250,0.5349,1,0.5200,0.5500,1777429142121,勾股定理
sim_student_UOK_0,cmoe1wyfe000r1y5njnfrw298,UOK,0.1750,0.5403,1,0.5300,0.5600,1777429142125,概率统计
sim_student_UOK_0,cmoe1xes6000w1y5nrmoa8upg,UOK,0.1250,0.5488,1,0.4300,0.4600,1777429142129,一元一次方程
sim_student_UOK_0,cmoe1xkmo00111y5nmju7qqd7,UOK,0.0750,0.5604,1,0.4600,0.4900,1777429142133,一元一次方程
sim_student_UOK_0,cmoe1xu2p00161y5nb1o21q7k,UOK,0.2500,0.5503,1,0.5500,0.5800,1777429142138,勾股定理
sim_student_UOK_0,cmoe1yakv001f1y5n94rer7n7,UOK,0.1500,0.5587,0,0.4900,0.4800,1777429142142,一元一次方程
sim_student_UOK_0,cmoe1yi45001k1y5nw0gma0pt,UOK,0.4250,0.5332,0,0.6800,0.6700,1777429142146,二次函数
sim_student_UOK_0,cmoe1zemg001x1y5nhpa1k6r8,UOK,0.1400,0.5533,1,0.5600,0.5900,1777429142150,概率统计
sim_student_UOK_0,cmoe8gnl200041yejf6le68wt,UOK,0.1250,0.5530,1,0.4800,0.5100,1777429142154,一元一次方程
sim_student_UOK_0,cmoe8ziv1000d1yejaped4ci3,UOK,0.3250,0.5449,1,0.5800,0.6100,1777429142158,勾股定理
sim_student_UOK_0,cmoe8zxod000o1yej514a3p7m,UOK,0.1000,0.5627,1,0.5100,0.5400,1777429142162,一元一次方程
sim_student_UOK_0,cmoe90noy000x1yeju1qhee8u,UOK,0.1250,0.5544,1,0.5400,0.5700,1777429142166,一元一次方程
sim_student_UOK_0,cmoea0385001x1yejkww51grx,UOK,0.4500,0.5479,1,0.9900,1.0000,1777429142170,E2E知识点-二次函数
sim_student_UOK_0,cmoea0owq00281yej1ytrr4xi,UOK,0.4000,0.5534,1,1.0000,1.0000,1777429142175,E2E知识点-二次函数
sim_student_UOK_0,cmoejajji002l1yejsnx8lskc,UOK,0.3500,0.5524,1,0.6700,0.7000,1777429142179,二次函数
sim_student_UOK_0,cmoek8t4p001v1ycttpqdmyo1,UOK,0.4250,0.5571,0,1.0000,0.9900,1777429142183,E2E知识点-二次函数
sim_student_UOK_0,cmoek9k4s002d1yctrldfg05s,UOK,0.4500,0.5458,0,0.9900,0.9800,1777429142187,E2E知识点-二次函数
sim_student_UOK_0,cmoek9z2x002q1yctgepjv032,UOK,0.4750,0.5440,1,0.9800,1.0000,1777429142191,E2E知识点-二次函数
sim_student_UOK_0,cmoekbtc800001yghdwpq2jeb,UOK,0.2750,0.5555,1,0.6100,0.6400,1777429142195,勾股定理
sim_student_UOK_0,cmoekd4wt00001ywauyjwsmsy,UOK,0.3750,0.5583,0,0.6400,0.6300,1777429142199,勾股定理
sim_student_UOK_0,cmoekucd2000g1ywacbr99yxt,UOK,0.2000,0.5628,1,0.5000,0.5300,1777429142203,勾股定理逆定理
sim_student_UOK_0,cmoeo7vc7000r1ywa4xb52527,UOK,0.4000,0.5584,0,0.5000,0.4900,1777429142207,矩形性质
sim_student_UOK_0,cmoepk6d200121ywaifj2uy6h,UOK,0.4250,0.5460,1,0.5000,0.5300,1777429142211,勾股定理折叠问题
sim_student_UOK_0,cmoeppu78001q1ywa0eyu9fyj,UOK,0.3750,0.5549,1,0.5000,0.5300,1777429142215,梯形性质
sim_student_UOK_0,cmoeppwxb00231ywah3naie5k,UOK,0.3500,0.5560,1,0.5000,0.5300,1777429142219,正方形性质
sim_student_UOK_0,cmoeppzu2002a1ywaqzuz6ab8,UOK,0.3500,0.5640,0,0.4900,0.4800,1777429142223,勾股定理应用题
sim_student_UOK_0,cmoepq6j0002l1ywa286uqkky,UOK,0.3750,0.5527,0,0.5000,0.4900,1777429142227,平行四边形判定
sim_student_UOK_0,cmoepqhb2002y1ywa770n3ukd,UOK,0.2250,0.5630,1,0.5300,0.5600,1777429142231,正方形性质
sim_student_UOK_0,cmoeq9ze8003b1ywalfe7c62l,UOK,0.3500,0.5588,1,0.5600,0.5900,1777429142235,正方形性质
sim_student_UOK_0,cmoeql17t003u1ywa9bn99k2k,UOK,0.2750,0.5621,1,0.5300,0.5600,1777429142239,梯形性质
sim_student_UOK_0,cmoeql8jd00451ywaso2qut9x,UOK,0.4250,0.5608,1,0.5000,0.5300,1777429142243,平行四边形性质
sim_student_UOK_0,cmoetb9dw005v1ywayo6kgebr,UOK,0.4500,0.5591,1,1.0000,1.0000,1777429142247,E2E知识点-二次函数
sim_student_UOK_1,cmofbjlrq02lg1y1boda06acx,UOK,0.4750,0.5347,1,1.0000,1.0000,1777429142251,E2E知识点-二次函数
sim_student_UOK_1,cmoepkdyo001d1ywasexln4mo,UOK,0.7250,0.5292,0,0.4800,0.4700,1777429142257,勾股定理应用题
sim_student_UOK_1,cmof4xabg00801ycv67neuvw1,UOK,0.6000,0.5306,1,0.4900,0.5200,1777429142262,四边形周长计算
sim_student_UOK_1,cmof6lngx002i1y1b90eywpww,UOK,0.5672,0.5288,0,0.4900,0.4800,1777429142266,二次根式的除法法则
sim_student_UOK_1,cmof6fvvq00161y1byxtw9m5k,UOK,0.5672,0.5296,1,0.4900,0.5200,1777429142271,最简二次根式
sim_student_UOK_1,cmoekmv8u00091ywao0481hc7,UOK,0.5672,0.5327,0,0.5300,0.5200,1777429142276,二次根式的乘法法则
sim_student_UOK_1,cmocndgkq00021ysua6i2mfot,UOK,0.5250,0.5289,1,0.7000,0.7300,1777429142281,二次函数
sim_student_UOK_1,cmocndgks00051ysu6vh2zcqx,UOK,0.5250,0.5325,0,0.7300,0.7200,1777429142285,二次函数
sim_student_UOK_1,cmocndgku000a1ysuvodq56vc,UOK,0.4750,0.5303,1,0.7200,0.7500,1777429142290,二次函数
sim_student_UOK_1,cmocndgkv000d1ysu0xa2o9uo,UOK,0.4600,0.5325,1,0.7500,0.7800,1777429142295,二次函数
sim_student_UOK_1,cmocndgkx000i1ysuj2y5egyh,UOK,0.5250,0.5328,0,0.7800,0.7700,1777429142299,二次函数
sim_student_UOK_1,cmocndgky000l1ysu79joyrmf,UOK,0.5000,0.5287,0,0.7700,0.7600,1777429142304,二次函数
sim_student_UOK_1,cmocndgkz000q1ysu13n08jqu,UOK,0.4250,0.5270,1,0.7600,0.7900,1777429142308,二次函数
sim_student_UOK_1,cmocndgl0000t1ysu444g7f0i,UOK,0.4500,0.5339,1,0.7900,0.8200,1777429142313,二次函数
sim_student_UOK_1,cmocndgl2000y1ysuani9xrmc,UOK,0.4500,0.5327,1,0.8200,0.8500,1777429142318,二次函数
sim_student_UOK_1,cmocndgl200111ysuftdokz3x,UOK,0.5000,0.5344,1,0.8500,0.8800,1777429142322,二次函数
sim_student_UOK_1,cmocndgl400161ysu0aa39j0f,UOK,0.4750,0.5414,1,0.8800,0.9100,1777429142327,二次函数
sim_student_UOK_1,cmocndgl500191ysudcams352,UOK,0.5000,0.5394,1,0.9100,0.9400,1777429142331,二次函数
sim_student_UOK_1,cmocndjjy00041yq3w7nu5rgz,UOK,0.1000,0.5629,0,0.9400,0.9300,1777429142336,二次函数
sim_student_UOK_1,cmod3hysx00001y8iotl1lbr3,UOK,0.4000,0.5392,1,1.0000,1.0000,1777429142341,E2E知识点-二次函数
sim_student_UOK_1,cmod3peoj00091y8i57ujk89j,UOK,0.5250,0.5363,1,1.0000,1.0000,1777429142345,E2E知识点-二次函数
sim_student_UOK_1,cmod3pllg000k1y8idzo5znhu,UOK,0.4000,0.5503,0,1.0000,0.9900,1777429142350,E2E知识点-二次函数
sim_student_UOK_1,cmod3qivr000x1y8i0xfpjz4y,UOK,0.4500,0.5467,1,0.9900,1.0000,1777429142354,E2E知识点-二次函数
sim_student_UOK_1,cmod3vxxn001a1y8ix9yactjb,UOK,0.5000,0.5438,0,1.0000,0.9900,1777429142359,E2E知识点-二次函数
sim_student_UOK_1,cmod3wo2o001n1y8i23wr0ajs,UOK,0.3750,0.5492,1,0.9900,1.0000,1777429142363,E2E知识点-二次函数
sim_student_UOK_1,cmod3xm8y00201y8i5lt3okw9,UOK,0.4500,0.5448,1,1.0000,1.0000,1777429142368,E2E知识点-二次函数
sim_student_UOK_1,cmod3y78i002d1y8igeiejele,UOK,0.4500,0.5464,0,1.0000,0.9900,1777429142372,E2E知识点-二次函数
sim_student_UOK_1,cmod3zbsc002q1y8i135v8ouo,UOK,0.4250,0.5428,1,0.9900,1.0000,1777429142377,E2E知识点-二次函数
sim_student_UOK_1,cmod3zx2b00331y8ilh78gjig,UOK,0.4750,0.5460,1,1.0000,1.0000,1777429142381,E2E知识点-二次函数
sim_student_UOK_1,cmod40ntx003g1y8i3aqadra6,UOK,0.3500,0.5547,1,1.0000,1.0000,1777429142386,E2E知识点-二次函数
sim_student_UOK_1,cmod41e2w003t1y8ixx4n4trj,UOK,0.4500,0.5494,1,1.0000,1.0000,1777429142390,E2E知识点-二次函数
sim_student_UOK_1,cmod44z9u004m1y8iz1lpwf54,UOK,0.4000,0.5507,1,1.0000,1.0000,1777429142395,E2E知识点-二次函数
sim_student_UOK_1,cmod4ez1q00551y8iy0eh1x9g,UOK,0.4000,0.5595,1,1.0000,1.0000,1777429142399,E2E知识点-二次函数
sim_student_UOK_1,cmod4g4zx005g1y8irjdn4o5u,UOK,0.4250,0.5571,1,1.0000,1.0000,1777429142404,E2E知识点-二次函数
sim_student_UOK_1,cmod4gq3r005t1y8i4qnojy0z,UOK,0.4250,0.5583,1,1.0000,1.0000,1777429142408,E2E知识点-二次函数
sim_student_UOK_1,cmod4h5s700641y8i0c7927nb,UOK,0.3500,0.5638,1,1.0000,1.0000,1777429142412,E2E知识点-二次函数
sim_student_UOK_1,cmod4q5ec006f1y8ikcbzlh9q,UOK,0.4750,0.5614,1,1.0000,1.0000,1777429142417,E2E知识点-二次函数
sim_student_UOK_1,cmod4r0oo006s1y8ih3sqj5e1,UOK,0.4500,0.5659,0,1.0000,0.9900,1777429142421,E2E知识点-二次函数
sim_student_UOK_1,cmod4r6fu00751y8ijzedwt5u,UOK,0.4250,0.5628,1,0.9900,1.0000,1777429142426,E2E知识点-二次函数
sim_student_UOK_1,cmod4u3rn007i1y8i6yag319y,UOK,0.5000,0.5619,0,1.0000,0.9900,1777429142430,E2E知识点-二次函数
sim_student_UOK_1,cmod4uvbm007v1y8i32myw9ms,UOK,0.4500,0.5585,1,0.9900,1.0000,1777429142434,E2E知识点-二次函数
sim_student_UOK_1,cmod4y85100881y8ihlkljxmh,UOK,0.4000,0.5648,1,1.0000,1.0000,1777429142439,E2E知识点-二次函数
sim_student_UOK_1,cmod4yvfr008l1y8ium09hrjn,UOK,0.4500,0.5662,1,1.0000,1.0000,1777429142443,E2E知识点-二次函数
sim_student_UOK_1,cmod500f0008y1y8ipmaytv0l,UOK,0.3500,0.5742,1,1.0000,1.0000,1777429142447,E2E知识点-二次函数
sim_student_UOK_1,cmod50ow5009b1y8ijtpkg6dw,UOK,0.4500,0.5712,0,1.0000,0.9900,1777429142452,E2E知识点-二次函数
sim_student_UOK_1,cmod52mmp009o1y8ig83kl9gq,UOK,0.4500,0.5631,1,0.9900,1.0000,1777429142456,E2E知识点-二次函数
sim_student_UOK_1,cmod546yr00a11y8iijlj2ys6,UOK,0.4500,0.5701,0,1.0000,0.9900,1777429142460,E2E知识点-二次函数
sim_student_UOK_1,cmod5561500ae1y8ihwyvy0to,UOK,0.4750,0.5670,1,0.9900,1.0000,1777429142465,E2E知识点-二次函数
sim_student_UOK_1,cmod5isn800b71y8itc22y7hs,UOK,0.4000,0.5691,1,1.0000,1.0000,1777429142469,E2E知识点-二次函数
sim_student_UOK_1,cmod6zqo700041yn1kwcskxju,UOK,0.4750,0.5705,1,1.0000,1.0000,1777429142473,E2E知识点-二次函数
sim_student_UOK_1,cmod705vh000f1yn1nnahn1jo,UOK,0.4000,0.5774,1,1.0000,1.0000,1777429142478,E2E知识点-二次函数
sim_student_UOK_1,cmod70ocq000s1yn1mbn055a8,UOK,0.4750,0.5758,1,1.0000,1.0000,1777429142482,E2E知识点-二次函数
sim_student_UOK_1,cmod71a2f00151yn16k5r5e0b,UOK,0.4500,0.5816,1,1.0000,1.0000,1777429142486,E2E知识点-二次函数
sim_student_UOK_1,cmod72pzp001i1yn1btsxbb36,UOK,0.4000,0.5870,1,1.0000,1.0000,1777429142491,E2E知识点-二次函数
sim_student_UOK_1,cmod73p4p001v1yn1bw17aazm,UOK,0.3750,0.5909,1,1.0000,1.0000,1777429142495,E2E知识点-二次函数
sim_student_UOK_1,cmod748kd00281yn10w2wix00,UOK,0.4000,0.5931,1,1.0000,1.0000,1777429142499,E2E知识点-二次函数
sim_student_UOK_1,cmod75ci0002l1yn1qtiluani,UOK,0.4500,0.5849,1,1.0000,1.0000,1777429142503,E2E知识点-二次函数
sim_student_UOK_1,cmod76kv6002y1yn1xuiaea6s,UOK,0.4500,0.5924,1,1.0000,1.0000,1777429142508,E2E知识点-二次函数
sim_student_UOK_1,cmod76zeq003b1yn1bsok7szi,UOK,0.4750,0.5833,0,1.0000,0.9900,1777429142512,E2E知识点-二次函数
sim_student_UOK_1,cmod77h68003o1yn1l2r6kpyc,UOK,0.4500,0.5863,1,0.9900,1.0000,1777429142516,E2E知识点-二次函数
sim_student_UOK_1,cmodolc6s00041yc2xl02nex3,UOK,0.4500,0.5913,1,1.0000,1.0000,1777429142520,E2E知识点-二次函数
sim_student_UOK_1,cmodpzksh000h1yc2h0dz5kiz,UOK,0.4500,0.5983,1,1.0000,1.0000,1777429142525,E2E知识点-二次函数
sim_student_UOK_1,cmodq1oa600101yc2mhe5fkqb,UOK,0.4250,0.6027,1,1.0000,1.0000,1777429142529,E2E知识点-二次函数
sim_student_UOK_1,cmodzzhh600041ytc7k60blwz,UOK,0.4250,0.5969,0,1.0000,0.9900,1777429142533,E2E知识点-二次函数
sim_student_UOK_1,cmoe14z1k00021yf6s97h5smx,UOK,0.4000,0.5959,1,0.9300,0.9600,1777429142538,二次函数
sim_student_UOK_1,cmoe154nv000f1yf65p9l0dzj,UOK,0.3000,0.6073,1,0.5900,0.6200,1777429142542,概率统计
sim_student_UOK_1,cmoe1800q000u1yf6c11c8np4,UOK,0.2750,0.6125,1,0.6300,0.6600,1777429142547,勾股定理
sim_student_UOK_1,cmoe1v6nw00041y5nu82dckl6,UOK,0.1000,0.6203,1,0.5700,0.6000,1777429142551,一元一次方程
sim_student_UOK_1,cmoe1vuz500091y5n0fuqjnsb,UOK,0.4000,0.6047,1,0.6600,0.6900,1777429142556,勾股定理
sim_student_UOK_1,cmoe1wh2k000i1y5n3puziqs1,UOK,0.3250,0.6130,1,0.6900,0.7200,1777429142560,勾股定理
sim_student_UOK_1,cmoe1wyfe000r1y5njnfrw298,UOK,0.1750,0.6190,1,0.6200,0.6500,1777429142565,概率统计
sim_student_UOK_1,cmoe1xes6000w1y5nrmoa8upg,UOK,0.1250,0.6282,1,0.6000,0.6300,1777429142569,一元一次方程
sim_student_UOK_1,cmoe1xkmo00111y5nmju7qqd7,UOK,0.0750,0.6382,1,0.6300,0.6600,1777429142573,一元一次方程
sim_student_UOK_1,cmoe1xu2p00161y5nb1o21q7k,UOK,0.2500,0.6270,1,0.7200,0.7500,1777429142577,勾股定理
sim_student_UOK_1,cmoe1yakv001f1y5n94rer7n7,UOK,0.1500,0.6313,1,0.6600,0.6900,1777429142581,一元一次方程
sim_student_UOK_1,cmoe1yi45001k1y5nw0gma0pt,UOK,0.4250,0.6111,1,0.9600,0.9900,1777429142585,二次函数
sim_student_UOK_1,cmoe1zemg001x1y5nhpa1k6r8,UOK,0.1400,0.6418,1,0.6500,0.6800,1777429142589,概率统计
sim_student_UOK_1,cmoe8gnl200041yejf6le68wt,UOK,0.1250,0.6398,1,0.6900,0.7200,1777429142593,一元一次方程
sim_student_UOK_1,cmoe8ziv1000d1yejaped4ci3,UOK,0.3250,0.6294,1,0.7500,0.7800,1777429142598,勾股定理
sim_student_UOK_1,cmoe8zxod000o1yej514a3p7m,UOK,0.1000,0.6483,1,0.7200,0.7500,1777429142602,一元一次方程
sim_student_UOK_1,cmoe90noy000x1yeju1qhee8u,UOK,0.1250,0.6401,1,0.7500,0.7800,1777429142606,一元一次方程
sim_student_UOK_1,cmoea0385001x1yejkww51grx,UOK,0.4500,0.6305,1,0.9900,1.0000,1777429142610,E2E知识点-二次函数
sim_student_UOK_1,cmoea0owq00281yej1ytrr4xi,UOK,0.4000,0.6347,1,1.0000,1.0000,1777429142614,E2E知识点-二次函数
sim_student_UOK_1,cmoejajji002l1yejsnx8lskc,UOK,0.3500,0.6331,0,0.9900,0.9800,1777429142618,二次函数
sim_student_UOK_1,cmoek8t4p001v1ycttpqdmyo1,UOK,0.4250,0.6277,1,1.0000,1.0000,1777429142622,E2E知识点-二次函数
sim_student_UOK_1,cmoek9k4s002d1yctrldfg05s,UOK,0.4500,0.6220,1,1.0000,1.0000,1777429142626,E2E知识点-二次函数
sim_student_UOK_1,cmoek9z2x002q1yctgepjv032,UOK,0.4750,0.6294,1,1.0000,1.0000,1777429142630,E2E知识点-二次函数
sim_student_UOK_1,cmoekbtc800001yghdwpq2jeb,UOK,0.2750,0.6392,1,0.7800,0.8100,1777429142634,勾股定理
sim_student_UOK_1,cmoekd4wt00001ywauyjwsmsy,UOK,0.3750,0.6379,1,0.8100,0.8400,1777429142638,勾股定理
sim_student_UOK_1,cmoekucd2000g1ywacbr99yxt,UOK,0.2000,0.6539,0,0.5300,0.5200,1777429142642,勾股定理逆定理
sim_student_UOK_1,cmoeo7vc7000r1ywa4xb52527,UOK,0.4000,0.6376,1,0.4900,0.5200,1777429142646,矩形性质
