cmocndgl200101ysu97fa9vbe|cmocndgl2000y1ysuani9xrmc|2|f(-b/(2a))|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"f(-b/(2a))","hint":"代入求顶点纵坐标","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|代入求顶点纵坐标|numeric||0.01|v2
cmocndgl300121ysulj2k5t6p|cmocndgl200111ysuftdokz3x|1|-b/(2a)|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"-b/(2a)","hint":"计算顶点横坐标","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|计算顶点横坐标|numeric||0.01|v2
cmocndgl300131ysu7oe2k1yp|cmocndgl200111ysuftdokz3x|2|f(-b/(2a))|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"f(-b/(2a))","hint":"代入求顶点纵坐标","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|代入求顶点纵坐标|numeric||0.01|v2
cmocndgl400171ysu1bsz20tb|cmocndgl400161ysu0aa39j0f|1|-b/(2a)|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"-b/(2a)","hint":"计算顶点横坐标","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|计算顶点横坐标|numeric||0.01|v2
cmocndgl400181ysuwje3hboc|cmocndgl400161ysu0aa39j0f|2|f(-b/(2a))|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"f(-b/(2a))","hint":"代入求顶点纵坐标","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|代入求顶点纵坐标|numeric||0.01|v2
cmocndgl5001a1ysu3ygveto7|cmocndgl500191ysudcams352|1|-b/(2a)|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"-b/(2a)","hint":"计算顶点横坐标","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|计算顶点横坐标|numeric||0.01|v2
cmocndgl5001b1ysu35ovte29|cmocndgl500191ysudcams352|2|f(-b/(2a))|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"f(-b/(2a))","hint":"代入求顶点纵坐标","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|代入求顶点纵坐标|numeric||0.01|v2
cmocndjjz00061yq3c7h7o82j|cmocndjjy00041yq3w7nu5rgz|1|将 x = 3 代入方程，求 y 的值|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = 3 代入方程，求 y 的值","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3hyt100021y8ifd6s0oml|cmod3hysx00001y8iotl1lbr3|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3hyt100041y8idfr4jkcr|cmod3hysx00001y8iotl1lbr3|2|将 x = 3 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = 3 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3hyt100061y8izq0gud4t|cmod3hysx00001y8iotl1lbr3|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod3peol000b1y8i86vvfl2b|cmod3peoj00091y8i57ujk89j|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod3peol000f1y8im1k7hdtk|cmod3peoj00091y8i57ujk89j|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3peol000e1y8i7p4vv1kb|cmod3peoj00091y8i57ujk89j|2|将 x = 2 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = 2 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3pllh000m1y8izh8rjxfo|cmod3pllg000k1y8idzo5znhu|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3pllh000o1y8i5ol4r1su|cmod3pllg000k1y8idzo5znhu|2|将 x = -1 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = -1 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3plli000q1y8i7dfh1zir|cmod3pllg000k1y8idzo5znhu|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod3qivs000z1y8iu9rlplks|cmod3qivr000x1y8i0xfpjz4y|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3qivs00111y8i5wben2qm|cmod3qivr000x1y8i0xfpjz4y|2|将 x = -1.75 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = -1.75 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3qivs00131y8iz7yo8uw5|cmod3qivr000x1y8i0xfpjz4y|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod3vxxo001c1y8ib1rwbmiw|cmod3vxxn001a1y8ix9yactjb|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3vxxo001e1y8iocqva6b9|cmod3vxxn001a1y8ix9yactjb|2|将 x = -1 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = -1 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3vxxo001g1y8iqmkbyxsf|cmod3vxxn001a1y8ix9yactjb|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod3wo2p001p1y8iejrseqsl|cmod3wo2o001n1y8i23wr0ajs|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3wo2p001r1y8ilk7gnpy5|cmod3wo2o001n1y8i23wr0ajs|2|将 x = 2 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = 2 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3wo2p001t1y8ii5k1644k|cmod3wo2o001n1y8i23wr0ajs|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod3xm9000221y8iwvwoeikv|cmod3xm8y00201y8i5lt3okw9|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3xm9000241y8i3hlusctg|cmod3xm8y00201y8i5lt3okw9|2|将 x = -1 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = -1 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3xm9000261y8ii4nu1kh9|cmod3xm8y00201y8i5lt3okw9|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod3y78j002f1y8ij0xprzvq|cmod3y78i002d1y8igeiejele|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3y78k002h1y8ipjjzot0o|cmod3y78i002d1y8igeiejele|2|将 x = 2 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = 2 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3y78k002j1y8ijw3qa13s|cmod3y78i002d1y8igeiejele|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod3zbsd002s1y8icbd6g9gp|cmod3zbsc002q1y8i135v8ouo|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3zbse002u1y8iyvm74754|cmod3zbsc002q1y8i135v8ouo|2|将 x = -2 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = -2 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3zbse002w1y8iu0neyqh8|cmod3zbsc002q1y8i135v8ouo|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod3zx2c00351y8izr5l8a8v|cmod3zx2b00331y8ilh78gjig|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3zx2c00371y8i9nbbfw7k|cmod3zx2b00331y8ilh78gjig|2|将 x = 4 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = 4 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod3zx2c00391y8isuxryxed|cmod3zx2b00331y8ilh78gjig|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod40nty003i1y8i2fhf0nq7|cmod40ntx003g1y8i3aqadra6|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod40nty003k1y8iwahv10pi|cmod40ntx003g1y8i3aqadra6|2|将 x = -1 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = -1 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod40nty003m1y8ip813163k|cmod40ntx003g1y8i3aqadra6|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod41e2x003v1y8inqxxx7ha|cmod41e2w003t1y8ixx4n4trj|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod41e2x003x1y8ile44titc|cmod41e2w003t1y8ixx4n4trj|2|将 x = -1.75 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = -1.75 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod41e2x003z1y8i4eqvyvyb|cmod41e2w003t1y8ixx4n4trj|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod44z9v004o1y8itxm7boxe|cmod44z9u004m1y8iz1lpwf54|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod44z9v004q1y8i4ifs2r6a|cmod44z9u004m1y8iz1lpwf54|2|将 x = -0.50 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = -0.50 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod44z9v004s1y8i8b2opfwc|cmod44z9u004m1y8iz1lpwf54|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod4ez1r00571y8i4n5v1cae|cmod4ez1q00551y8iy0eh1x9g|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod4ez1r00591y8ivrd2oaez|cmod4ez1q00551y8iy0eh1x9g|2|将 x = -1 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = -1 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod4ez1r005b1y8i2bt3tz17|cmod4ez1q00551y8iy0eh1x9g|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod4g4zz005i1y8iesg95a8l|cmod4g4zx005g1y8irjdn4o5u|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod4g4zz005k1y8iel9vn74h|cmod4g4zx005g1y8irjdn4o5u|2|将 x = 1 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = 1 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod4g4zz005m1y8iynhyyeqr|cmod4g4zx005g1y8irjdn4o5u|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
cmod4gq3s005v1y8ik2cvmwmd|cmod4gq3r005t1y8i4qnojy0z|1|使用顶点公式 x = -b/(2a) 计算顶点 x 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"使用顶点公式 x = -b/(2a) 计算顶点 x 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod4gq3s005x1y8i1o46bom0|cmod4gq3r005t1y8i4qnojy0z|2|将 x = 1.75 代入方程计算顶点 y 坐标|{"type":"v2","answerMode":"number","expectedAnswer":{"type":"number","value":0},"ui":{"instruction":"将 x = 1.75 代入方程计算顶点 y 坐标","hint":"输入数字","inputPlaceholder":""},"keyboard":{"type":"numeric","extraKeys":[]}}|输入数字|numeric|numeric|0.001|v2
cmod4gq3s005z1y8ixa7w47g0|cmod4gq3r005t1y8i4qnojy0z|3|写出顶点坐标|{"type":"v2","answerMode":"coordinate","expectedAnswer":{"type":"coordinate","x":0,"y":0},"ui":{"instruction":"写出顶点坐标","hint":"格式：(x, y)","inputPlaceholder":""}}|格式：(x, y)|coordinate|coordinate||v2
