cmoeioxsj000m1y71gbn290ic|矩形性质|calculation|rectangle_property|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309267|1777135562544|
cmoeioxsj000o1y71bwv08qi9|矩形判定|calculation|rectangle_verify|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309268|1777135562544|
cmoeioxsk000q1y71hzux7xh2|菱形性质|calculation|rhombus_property|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309268|1777135562544|
cmoeioxsl000s1y714jtvc7ec|菱形判定|calculation|rhombus_verify|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309269|1777135562544|
cmoeioxsl000u1y715pbom9zx|正方形性质|calculation|square_property|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309270|1777135562544|
cmoeioxsm000w1y714ckmu9fb|正方形判定|calculation|square_verify|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309270|1777135562544|
cmoeioxsn000y1y71unx16o5o|四边形周长|calculation|quadrilateral_perimeter|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309271|1777135562544|
cmoeioxso00101y71kqqzfg2d|四边形面积|calculation|quadrilateral_area|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309272|1777135562544|
cmoeioxso00121y718ng1rore|梯形性质|calculation|trapezoid_property|{"type":"default"}|{"default":true}|[]|1|production|concept-quadrilateral|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309273|1777135562544|
cmoeioxsp00141y71ewb2zoue|一元二次方程识别|calculation|quadratic_identify|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-equation|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309274|1777135562544|
cmoeioxsq00161y71btmqq160|直接开平方法|calculation|quadratic_direct_root|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-equation|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309275|1777135562544|
cmoeioxsr00181y71767sin3n|配方法|calculation|quadratic_complete_square|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-equation|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309275|1777135562544|
cmoeioxss001a1y71tmrhlw2k|公式法|calculation|quadratic_formula|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-equation|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309276|1777135562544|
cmoeioxst001c1y71u58bu01s|因式分解法|calculation|quadratic_factorize|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-equation|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309277|1777135562544|
cmoeioxsu001e1y7146e1ps7a|增长率问题|calculation|quadratic_growth|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-equation|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309278|1777135562544|
cmoeioxsu001g1y71j73tvram|面积问题|calculation|quadratic_area|{"type":"default"}|{"default":true}|[]|1|production|concept-quadratic-equation|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309279|1777135562544|
cmoeioxsv001i1y71j32hl96h|集中趋势|calculation|central_tendency|{"type":"default"}|{"default":true}|[]|1|production|concept-data-analysis|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309280|1777135562544|
cmoeioxsw001k1y71u75qep7a|方差|calculation|data_variance|{"type":"default"}|{"default":true}|[]|1|production|concept-data-analysis|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309280|1777135562544|
cmoeioxsx001m1y717thhxfpu|标准差|calculation|data_stddev|{"type":"default"}|{"default":true}|[]|1|production|concept-data-analysis|manual|[]|cmobpks4u00011ydzjdzzpng6|1777132309281|1777135562544|
